用户id,用户,评论日期,评论内容
6616630504,迷路的逍遥贼,Tue Jan 24 01:52:19 +0800 2023,华哥，京哥，发现这两的电影我从来不欠票！从来不让我失望[嘻嘻][嘻嘻][嘻嘻]
7783177343,小宇宙爆发中by,Tue Jan 24 01:50:31 +0800 2023,真的很好看
6074144336,卷心菜冰淇淋,Tue Jan 24 01:41:24 +0800 2023,这电影票�钱该被流浪地球挣[泪]
2375828915,Losties丶,Tue Jan 24 01:38:37 +0800 2023,小破球值得啊[泪][泪][泪][泪]给我冲！！！
5135818242,小太阳会有阳光,Tue Jan 24 01:37:38 +0800 2023,一般般
5565901013,你在吃饭我在吃饭我们都在吃饭,Tue Jan 24 01:34:11 +0800 2023,超级无敌爆炸好看！
2739850653,会飞的胖达,Tue Jan 24 01:33:13 +0800 2023,比阿凡提好看
7779571848,hh快乐不能半途而废,Tue Jan 24 01:30:32 +0800 2023,第二部真的绝了
2714284562,有一个apple圈,Tue Jan 24 01:25:36 +0800 2023,比1好看，看1睡着了，看2全程兴奋
6483840631,李里白,Tue Jan 24 01:22:26 +0800 2023,为啥说刘培强和韩朵朵感情戏很多啊，和朋友们去看反馈都不错，而且他们的感情戏很酷，开头真是难得的快乐时光了，后面为了老婆的心愿开着战斗机带她回老家真的巨酷。而且时间长也是埋了很多线进去。
3814902768,Faye呀嘛嘛,Tue Jan 24 01:13:28 +0800 2023,牛逼！
2794770565,#NAME?,Tue Jan 24 00:59:00 +0800 2023,它的主旋律表达也是令人舒适的，并非打鸡血的民族主义，仍和第一部一样，是来自朴素的民族自豪感和自我认同，本质上仍是在输出人类命运共同体的普世价值。这段写的太好了。
1286678093,损样儿,Tue Jan 24 00:43:14 +0800 2023,一听三个小时，再好也不能去电影院看了 以后躺沙发的时候看吧[允悲]
2379341197,美姬林夕子wealove,Tue Jan 24 00:39:22 +0800 2023,我超想看1之后的故事
5527693733,Wuli珊33,Tue Jan 24 00:33:41 +0800 2023,你们都看懂了？[允悲][允悲]
2902549242,名字很洋气得很,Mon Jan 30 17:27:58 +0800 2023,这会正在看，好无聊难看，剧情拖拉
2902549242,名字很洋气得很,Mon Jan 30 17:27:30 +0800 2023,难看
6524028324,Quicommenceauhasard,Mon Jan 30 16:52:24 +0800 2023,就是看特技的 个人不喜欢
6255745096,Zzxlhhh,Mon Jan 30 10:07:22 +0800 2023,说实话，主题电影我都看腻了，主演都是那些人，审美疲劳了都
2709665327,凌霜雨神探_543,Mon Jan 30 09:01:29 +0800 2023,还是喜欢叫他小破球，小破球冲鸭！！！
5136413768,只是想征服你,Mon Jan 30 07:36:25 +0800 2023,满江红真是没水平  吃老本的电影  辣鸡
7766342884,一场空一边去,Mon Jan 30 01:14:25 +0800 2023,平时吵闹的影院，今天都格外寂静，作为一个大学生，我都眼泪止不住的往下掉，或许我们在不行动地球就是这样了[泪][泪][泪][泪][泪][泪]
2387789255,梨涡小子千智赫,Sun Jan 29 21:07:34 +0800 2023,//@曲梁爽:对对，前面有点尬，但后面真的好看[泪]//@雯子酱16:今天我看的那个场满人，带小朋友看的的慎重，时间太长了，管不住自己的熊孩子就不要看这个……还有，最后半个钟真的好精彩，很明显感觉到大家注意力都猛的拉回了，前面有些比较多个人渲染气氛台词的有人睡着了，但是最后半个钟真的特别精彩
2387789255,梨涡小子千智赫,Sun Jan 29 20:55:05 +0800 2023,//@今天出轨吗:你是懂电影的//@与妳说:还不如新闻联播好看
2387789255,梨涡小子千智赫,Sun Jan 29 20:29:30 +0800 2023,//@绿色小狗o:首先 叙事结构混乱 节奏拖沓 其次 感情线尴尬 强行煽情 然后 主旋律体现的太过刻意 比如那个外国人吃月饼 和联合国多次发言等等//@保质期社会变质人偶:一堆人说看不懂烂片的到底是哪里你觉得不好啊……说出来大家一起互相辩论一下。我是真的疑惑哪些地方大家的理解差别这么大。
7382923511,蘑菇也有肉,Sun Jan 29 19:22:42 +0800 2023,可惜我要去上学了不然一定要去看看[泪][泪][泪][泪][泪][泪]
6323510382,男神经涛涛,Sun Jan 29 00:31:49 +0800 2023,浪费钱，一点都不好看…
7554537842,梦吅,Sat Jan 28 23:26:19 +0800 2023,我也觉得最后彩蛋，可能3的主旋律会是数字生命、人工智能，但是不知道还有没有3呢[允悲]
5607835721,Ravenloop,Sat Jan 28 23:17:41 +0800 2023,高出上海堡垒差不多14亿个上海堡垒的水平吧
5630533606,两块钱扎啤,Sat Jan 28 20:13:42 +0800 2023,求吴京郭帆老师视角和观众的大合照啊 我在最中间 想要[赢牛奶]
5094408169,你已被拉黑删除,Sat Jan 28 19:58:18 +0800 2023,我看的时候，恨不得从座位上站起来喊了，玛德超级好看啊[泪]
6198191556,你逃不掉的欧,Sat Jan 28 11:07:22 +0800 2023,中国科幻电影牛逼，流浪地球二牛逼，郭帆是中国最好的科幻导演，要是出第3部我一定去看。
7307411548,猫干的坏事,Sun Jan 22 14:53:14 +0800 2023,低了低了
2547611465,吴安安安安安安,Sun Jan 22 16:23:32 +0800 2023,好看！比一还要好看10倍
5202522121,GalaxyFall,Sun Jan 22 15:28:02 +0800 2023,低了。真的低了 不夸张
5151696844,ninirhy,Sun Jan 22 16:09:25 +0800 2023,非常好看
3048032731,23在努力_,Sun Jan 22 17:09:55 +0800 2023,我觉得和星际穿越一个层次的了。感情线饱满，明线暗线都有，里面的很多科幻都基于现实，没有飘着。至少比美国的一些爆米花高分科幻强太多了
5288781869,爱笑的胡椒粉i,Sun Jan 22 16:13:57 +0800 2023,不好看，跟流浪1一样，最多6分，实话实说
5245077952,黄桷树下的油果子,Sun Jan 22 14:57:49 +0800 2023,流浪地球值得更高的分[彩虹屁]
5253569916,kaka冒险日记,Sun Jan 22 16:39:41 +0800 2023,流浪地球是真的好看！比第一部更优秀，去看的人一定要看第一部！！
2110340470,草英儿,Sun Jan 22 15:39:15 +0800 2023,看完了《流浪地球2》，吴京演的真是好啊，不管是年轻的刘培强还是中年的刘培强，都拿捏的很好[可爱]。以前一直觉得他的功夫比演技好�。还有王智也演的很好，这条线太让人感动了���
3139416897,可乐喝不喝233,Sun Jan 22 16:30:10 +0800 2023,实际上非常难看，不知道这条评论能不能保留下来，但我是觉得能救一个是一个…
5602109153,能吃会跑不生病,Sun Jan 22 16:47:42 +0800 2023,他们觉得无聊只是因为他们喜欢美国漫画那种打打杀杀的毫无深度的科幻类型，实话讲，这部才是真科幻，喜欢漫威式无脑打架堆特效的，真别来。
3645203475,初雪吃火锅Y,Sun Jan 22 16:38:36 +0800 2023,少了吧，应该比肖申克的救赎都高
1464920690,雨晴酱是个吃货,Sun Jan 22 16:30:27 +0800 2023,我觉得超越了1。 编剧团队流弊，大刘的东西不好改，但是他们从小说里惊鸿一瞥里创造出了一个流浪地球宇宙。 演员的搭配超过第一部，几个老戏骨演技在线。 李雪健因病，发音只能靠AI修复，幕后恳求导演和观众不要放弃他。在最后按下行星推动器按钮时，指着拐杖威胁发射，原声直出。[doge]
2732011047,奥奥奥_奥飞,Sun Jan 22 16:16:41 +0800 2023,不好看[苦涩] 好多人看睡着了
6081742988,tok鹅,Sun Jan 22 17:35:37 +0800 2023,觉得不好看的，要么是同期上映电影主角的粉丝，要么就是看不懂，真笑死
5258875311,小米13钉子户,Sun Jan 22 16:28:14 +0800 2023,不好看，一半人都睡着了，不信你买票去看
2937155673,阿尼君的阿白犟,Sun Jan 22 16:11:10 +0800 2023,刚刚我在朋友圈发的 http://t.cn/A69OJf0R
5579233144,弋辰丶,Sun Jan 22 16:09:53 +0800 2023,低了 在我心里1是10分 2在我心里是100分
3517657131,弯弯有反骨,Sun Jan 22 16:28:50 +0800 2023,剧情比较拖沓[奥特曼]
1789286800,非你不可DAYTOY,Sun Jan 22 16:39:33 +0800 2023,好好看
5724804804,橙子君君-,Sun Jan 22 18:01:40 +0800 2023,前半段挺失望的，剧情一般般，但是后半段燃起来了，我本来瘫在椅子上的，后半段全程坐直看的[doge]
5292128774,小羊向前冲呀,Sun Jan 22 16:23:29 +0800 2023,流浪地球好看，
1497261437,优优妈1228,Sun Jan 22 18:59:06 +0800 2023,今天去看了，喜出望外，中国的大片可以和美国抗衡了。
1980945001,暴雪xuer,Sun Jan 22 16:11:42 +0800 2023,我还是喜欢第一部
7552854410,LIONC87770,Sun Jan 22 17:02:08 +0800 2023,无聊，一直在睡觉�
1769181327,木木yjm,Sun Jan 22 17:33:20 +0800 2023,2是1的前传（算剧透吗），剧情是三条线分述，所以可能会觉得2很散，部分没看过1或者善忘的童鞋可能进不去剧情，中间的文戏有点长，同去的小伙伴看睡着了�但结合后面和1的剧情，这段又是必须的……沙溢是惊喜，还是燃点[开学季]个人觉得如果两部合起来看会更舒适，单看会觉得一般般
6272430021,不爱吃柚子因为太酸了,Sun Jan 22 16:47:33 +0800 2023,浪漫的科幻！中国科幻第一，世界我觉得也能排前面了，可以二刷，春节档票房最高100%
7441080884,爱喝抹茶星冰乐的na,Sun Jan 22 17:22:00 +0800 2023,我带我妈去看 我妈说她没看懂[允悲]
2304352862,蓝莓星幸,Sun Jan 22 17:09:01 +0800 2023,好看到想问候导演全家，好看到想要退票
1994621142,不想吃了不想吃了不想吃了,Sun Jan 22 16:22:56 +0800 2023,低于9.5是对我电影票的不尊重[二哈]
6382313760,雕爷仙气溢出,Sun Jan 22 17:19:40 +0800 2023,我看一半才看懂[允悲] 原来是第一部前传
1311785025,年轻人表想太多,Sun Jan 22 17:03:00 +0800 2023,1很好，2比1还好不少呢，真的强烈推荐
5754170472,Urnot盆子,Sun Jan 22 16:32:20 +0800 2023,睡着了～
3889557924,小情绪_Brittany,Sun Jan 22 17:49:04 +0800 2023,不是一般的难看[允悲]
5559189111,是子规啼8,Sun Jan 22 17:34:06 +0800 2023,实不相瞒，中间睡着了两三次[允悲]
1957410997,hu_shui,Sun Jan 22 17:04:10 +0800 2023,中间一小时左右睡着了。头一次看电影睡着，觉得剧情有些拖沓[允悲] 。后一小时剧情还是很喜欢，特效特棒。还是喜欢流浪1.
3867265520,青小菓,Sun Jan 22 17:15:53 +0800 2023,是今年最期待的电影，超过目前看过的所有[good]，太空电梯那里给我看得那个激动[打call]
5688396278,Poppyyyeah,Sun Jan 22 17:45:29 +0800 2023,真的好看啊[泪][泪][泪][泪][泪][泪]
1967928903,躺神丶,Sun Jan 22 22:06:24 +0800 2023,去掉一些吴京关上玻璃门一打五成功反杀之类的战狼剧情，还有一直重复的刘德华亲情线，虽然是对最后的铺垫但是有点多了。如果能控制在2个小时左右，真的可以打豆瓣9分，目前看来是7.5-8分的水平
6430959598,多痴香菜,Sun Jan 22 18:00:10 +0800 2023,微博分能信啊？？都是营销
6642648786,南宁胖圆精烘焙,Sun Jan 22 17:13:49 +0800 2023,里有几个达叔的镜头，还有片尾最后有个，此片致敬吴孟达先生，赚足我的眼泪[泪][泪][泪]
1701464344,贝克街的肉多多,Sun Jan 22 20:08:27 +0800 2023,我要看的是流浪地球，不是中国外交或者人工智能
2143316120,奶醉小朝,Sun Jan 22 18:53:28 +0800 2023,真的很好看[泪]
2112135830,小小年纪就想退休,Sun Jan 22 18:16:14 +0800 2023,数字人生是最后选择？[doge]
1540968907,复苏miracle,Sun Jan 22 17:55:33 +0800 2023,我一直都觉得是后面的故事[汗]前面的故事老感觉没有什么意思，当然特效还是无敌的
2989724537,豆包boa,Sun Jan 22 16:35:08 +0800 2023,整个特效和剧情比1高了不少，真的很好看！
7357662850,修猫猫怎么这么可爱,Sun Jan 22 20:34:06 +0800 2023,咱就是说豆瓣大量票根和ip地址不符的打一分是为啥呢[doge]
2643610610,欢言笔记,Sun Jan 22 20:08:29 +0800 2023,应该9.9
2596197277,无形飞宇,Sun Jan 22 19:35:36 +0800 2023,9.2太低了吧。自信点不好吗？[允悲]
2398369691,醒醒我们去旅行,Sun Jan 22 18:51:05 +0800 2023,好看的是怎么看出好看的？也就特效还不错其他真的一般
1842204217,超级无敌鸡蛋炒饭,Sun Jan 22 18:47:50 +0800 2023,想问不看1看2能看懂吗？
6437972148,-ChIoe-,Sun Jan 22 18:24:33 +0800 2023,满分快看！！！我要三刷
2700930327,公子的天目盏,Sun Jan 22 17:14:10 +0800 2023,看了，不错
6506163725,偷猪的哥哥,Sun Jan 22 17:06:38 +0800 2023,不好看，居然三个小时，我和对象提前走了。旁边的阿姨也睡着了，而且上厕所的人非常多，个人认为刘德华演技很棒，实话实说
5749029987,桑雪沧海,Sun Jan 22 16:56:12 +0800 2023,可以说，我给纯中国牌子打的分数就应该是� 不为什么 就因为我是中国人 黄皮肤
5761471544,戚先生_Joess,Mon Jan 23 22:40:24 +0800 2023,电影特效不错，演技也不错，但是剧情脱太一般，困走了三波人！[允悲]
5162201882,#NAME?,Sun Jan 22 22:57:45 +0800 2023,有东西在暗中给人类提前发出警告甚至帮助，moss还是图，[允悲][允悲][允悲]
6302390485,鬼月君,Sun Jan 22 21:13:19 +0800 2023,感觉已经比蝙蝠侠黑暗骑士和星际穿越略高一些了，史诗级的电影
5017378068,非黑-即白的灰,Sun Jan 22 20:25:58 +0800 2023,额，我真的觉得挺好的啊[挖鼻]本来科幻就是小众，它不是超级英雄电影！强调一下，不是超级英雄的爽片！！！更不是美式个人英雄主义[挖鼻]没让有些人带去爽点，真是抱歉了呢
3968312072,Kaiserin123,Sun Jan 22 17:32:49 +0800 2023,比第一部好看，特效也不错，画面绝对能感觉到钱在烧[兔子]
6536979949,别离是为了更美秒的重逢,Sun Jan 22 21:52:16 +0800 2023,前后还行，中间确实无聊
3284658603,Mikkoll,Sun Jan 22 21:35:21 +0800 2023,故意黑就没意思了 是隔壁流量的粉丝吧 真是为了自己偶像拼了  流量地球2这么好的中国自己的科幻片 你们这样做不觉得可耻吗 故意为了自己的偶像黑 我周围朋友今天包括我都觉得特别好看 真的很燃 绝不会后悔看了
2158420644,开花的小枝芽,Sun Jan 22 19:27:25 +0800 2023,科幻迷的春天，我都多少年没看到过这种电影了
1675695974,三三里个三,Sun Jan 22 18:43:16 +0800 2023,高了，刚看完[泪]有点困，差点睡着
1840763124,傅汛,Sun Jan 22 18:31:09 +0800 2023,确实厉害，可以跟世界科幻电影接轨的片子，可惜只有这个系列，其他还有待进步
5706163784,Joker_principle,Sun Jan 22 18:31:03 +0800 2023,睡之前送玫瑰花，醒来女主就在棺材了[允悲]
5721142286,梦里花落知多少_12254,Sun Jan 22 17:39:13 +0800 2023,真的非常好看！
3227147493,名悦霖,Sun Jan 22 17:27:38 +0800 2023,求一个真实评价，最近这几部电影不知道去看那个
2010753173,暮雪青丝,Sun Jan 22 17:17:47 +0800 2023,那些打一分的是什么人啊，看电影了吗？
2733137500,玖玖菜菜渍,Sun Jan 22 17:12:10 +0800 2023,刚出来，还行吧，我觉得和1比，剧情可能多一点儿，但是不是特别戳我。距离知名科幻电影来说，还差一点儿   可以煽情是有一点儿，还行吧，符合预期效果。8分可以的[doge][作揖]
5355293060,昨夜海阁听雨,Sun Jan 22 17:11:20 +0800 2023,真的好看 好棒[苦涩]
1789990250,塔塔酱有电啦,Sun Jan 22 17:07:42 +0800 2023,好看，刚看完出来
1586089675,隔壁吴老二_,Sun Jan 22 16:58:57 +0800 2023,在月球上真怕突然冒出一个沈腾[doge][doge]
5904126266,时光无声-LXLFML,Sun Jan 22 16:57:43 +0800 2023,看不进去
2128404195,喜欢你叫我任太太-Litsa,Mon Jan 23 09:43:20 +0800 2023,开分儿低了，之前觉得三小时有点久，看了之后觉得这三小时讲的东西太多了、能压缩在三小时很厉害、不介意再展开讲讲哈哈哈哈
6235885477,吉昕薇的铁杆迷弟,Mon Jan 23 00:14:05 +0800 2023,看完了，好看，强烈推荐
1931339860,我言维笑,Sun Jan 22 23:37:27 +0800 2023,特效提升了不少。2的故事更着力在对人的刻画，主旋律色彩也浓了些。但作为商业片，故事性相比1有点弱。致敬国产科幻电影人，值得一看！
5274145308,午后阳光里的拿铁,Sun Jan 22 23:06:49 +0800 2023,中国科幻电影又上一个台阶[good][good]
6356157855,一个萌萌哒小黑星,Sun Jan 22 23:03:26 +0800 2023,轻微烧脑[doge]感觉剧情稍微有点乱，但是特效确实比一好[太开心]
2741596775,savageleo,Sun Jan 22 22:59:49 +0800 2023,说不好看的大概只适合看看复仇者联盟这种伪科幻了
5562641759,无蒸鱼的小跟班,Sun Jan 22 22:41:08 +0800 2023,华神的电影会差吗
1132366924,电电娘,Sun Jan 22 22:32:20 +0800 2023,好看[赞][2023][团圆兔]
5984150597,白白O_v_O,Sun Jan 22 22:05:39 +0800 2023,放眼国际水准。都是相当炸裂
7340022688,赤幻亦城,Sun Jan 22 21:28:56 +0800 2023,反正我觉得可以
5837883282,吃吃瓜宝宝,Sun Jan 22 20:55:21 +0800 2023,达叔[泪]
2257581067,草芥兔,Sun Jan 22 20:52:24 +0800 2023,中国科幻电影的大门再次被推开。我们看看这次谁手欠，又给关上了。[允悲]
6089548454,cso-st小天,Sun Jan 22 20:20:42 +0800 2023,的确很好看
6269701628,故君子以作事谋始,Sun Jan 22 19:58:12 +0800 2023,希望最终稳定在8.5分以上[打call]
3391695494,小小健SIR,Sun Jan 22 19:50:05 +0800 2023,祝大卖
5124398672,宇智波贝吉塔,Sun Jan 22 19:39:09 +0800 2023,转发微博
2747353387,恶人有恶报999,Sun Jan 22 19:21:28 +0800 2023,好看
5114334103,MR_Qiaoqq,Sun Jan 22 19:14:02 +0800 2023,好看么？
1970826660,银TAMA腹黑三口子,Sun Jan 22 19:06:40 +0800 2023,可能只有科幻迷或者看过1的人才能看懂2，和家人去看，他们都看不懂[允悲]
7794554760,地球防伪军大统领,Sun Jan 22 19:00:28 +0800 2023,人们想看的是后续故事，然而却是前传，所以剧情肯定没吸引力，跟观众期待相差太大
7364015921,爱笑滴喵喵,Sun Jan 22 18:55:00 +0800 2023,好看 真香
2647325492,miss超越的love,Sun Jan 22 18:53:10 +0800 2023,[doge]
2017128202,风翩翩影芊芊,Sun Jan 22 18:46:28 +0800 2023,看了三个小时，精彩不断，承前启后！很多细节出乎意料的好！看到了中国科幻电影的希望和崛起。[赞][赞][赞]郭导请继续！期待下一部了！！
3008766714,这是第十一年夏至,Sun Jan 22 18:26:43 +0800 2023,真的好看，我和我弟弟都说比1强
6437360457,就不行动队,Sun Jan 22 18:23:03 +0800 2023,真的好看！！
1765093724,WAYNNA,Sun Jan 22 18:20:04 +0800 2023,还挺想去看的
1960886905,胖虎Garvey,Sun Jan 22 18:12:28 +0800 2023,真的好看
3791724184,mikechen69,Sun Jan 22 18:04:48 +0800 2023,期待
1814050220,麦田Andy,Sun Jan 22 18:03:12 +0800 2023,贡献了四张票，超级好看，燃爆了
6463489871,给修勾修喵多点亲亲,Sun Jan 22 17:55:23 +0800 2023,低了低了
5713163099,松子仁鼠,Sun Jan 22 17:55:18 +0800 2023,看完，刚到家。技术画面做的非常非常棒，场面做的比第一部的还要大。 看到中间突然有这样一个想法：希望这个团队能继续把其他的大刘的也尝试着做一做。 觉得在我喜欢科幻这件事上，能看到这样的电影和央视的那个三体电视剧，真的很开心。
3269594545,东台Leon,Sun Jan 22 17:53:45 +0800 2023,一般般
5515549076,奶味男孩儿,Sun Jan 22 17:50:28 +0800 2023,50岁以上出列那段，真的太振奋人心了[泪]
2033073145,咿呀咿呀儿喂,Sun Jan 22 17:43:47 +0800 2023,有彩蛋
1948579214,Lucas_UFO_BOY,Sun Jan 22 17:38:03 +0800 2023,有几款海报设计的真的很像韩国电影海报风格[二哈]，不知道会不会被喷 http://t.cn/A69OXFwu
2152754423,相声演员秦汉,Sun Jan 22 17:38:01 +0800 2023,墙裂推荐！大场面值回票价！亲情戏落泪！结尾伏笔重度科幻迷赞爆！！
6722322183,leonardol5776,Sun Jan 22 17:29:03 +0800 2023,说实话，真的不咋地，比期待差远了[doge]剧情老套，你要说科幻，特效那肯定没问题，但是剧情发展，还有细节，人物，尤其是最后北京那个基站，真的好无语，累死了，要是两个小时还不错，三个小时纯属浪费
2947710180,蓝凉l,Sun Jan 22 17:26:45 +0800 2023,续集拍得这么好，这下吴京ptsd患者又要气得发癫了[doge]
2100837404,马可波罗玉,Sun Jan 22 17:14:41 +0800 2023,太好看了！毫不夸张！
1562800575,上海天气通--风云气象汇,Sun Jan 22 17:12:32 +0800 2023,最终豆瓣的评分不会超过7分
2079824233,勿开口12345懂on,Sun Jan 22 17:07:08 +0800 2023,好看 科技特效演技笑点泪点都有 值得
1674227360,巨匠南国,Sun Jan 22 17:07:06 +0800 2023,值得一看
5708920747,统一体1,Sun Jan 22 16:46:31 +0800 2023,比9.5分的第一名如何[doge]
5026397771,depRessionp1anet_,Sun Jan 22 16:26:29 +0800 2023,我看1就没太看懂 也或许是我不太感冒这个类型 多蹲两天口碑
5326458000,这个杀手有点饿-eva,Mon Jan 23 00:06:07 +0800 2023,说实话 我爹都看睡着了……
6078006739,种花家的家家448,Sun Jan 22 23:38:23 +0800 2023,这分有点低 吊打一部分美国商业片没问题了
3141061547,瞎厌,Sun Jan 22 22:19:35 +0800 2023,不好看  中途睡着了
1608374625,被冻住的大宝,Sun Jan 22 18:46:52 +0800 2023,没有1中那么多尬剧情就已经合格了……特效提升明显、场面大、演技强，完全不怂其他科幻大片。谢谢你，水之道，没有你拉低下限，就没有我对小破球2这么高的认可[doge]。 http://t.cn/A69OoBnW
5585292389,请叫我xxx夫人,Sun Jan 22 17:24:56 +0800 2023,看不懂 很无聊
5494966395,废人瘫,Sun Jan 22 17:01:50 +0800 2023,比 1好看 刚看完
2273064431,海绵宝宝的童话屋,Sun Jan 22 16:58:30 +0800 2023,比第一部更好，从地球�到宇宙，从人类到AI，从智能机器人到生成自主意识，从一维空间到多维空间，重新定义死，多维度的人类在平行时空活着[泪]小破球是科幻的钥匙[泪][泪][泪]
6026830170,Avocado-M,Fri Jan 27 11:30:07 +0800 2023,说看的时候睡着的，非常怀疑是不是没读过书的
5654448435,人间浪漫指南R,Thu Jan 26 19:41:32 +0800 2023,谁打的1分不多说
7155165990,那只做白日梦的猫,Wed Jan 25 12:56:44 +0800 2023,看评论区两极分化，我等下映吧，不着急[doge]
6446436782,橓瑀,Mon Jan 23 16:19:39 +0800 2023,我会刷三遍《流》，票房可以算在《满》和《无》头上[偷笑][偷笑][偷笑]
2402387135,yang培钊,Mon Jan 23 07:07:58 +0800 2023,好看吗？
6197144836,阿齐再也不熬了,Mon Jan 23 06:50:31 +0800 2023,[思考]看了好多说不好看的点进去某人粉丝，懂得都懂
7770693843,GR7琦琦啊,Sun Jan 22 23:18:35 +0800 2023,开年！开炸！
7240070513,璇言璇语1,Sun Jan 22 22:45:18 +0800 2023,好看
1081418210,Grace_芝嚒,Sun Jan 22 22:09:19 +0800 2023,刚刚看完回家 我觉得蛮好的
6336825931,看泉听风大魔王,Sun Jan 22 22:08:13 +0800 2023,不错的，刚看完
5629925524,junlifunder,Sun Jan 22 21:17:27 +0800 2023,啊啊啊低了满分如果是10分我要打9.9999减这一点是因为还没给我第三部[泪][泪]
5189252342,熬夜吃饭香,Sun Jan 22 21:16:47 +0800 2023,烂片
6166849247,好瘦的八戒un,Sun Jan 22 21:16:34 +0800 2023,值
7449752285,你说带我去看全世界,Sun Jan 22 20:56:09 +0800 2023,过几天去看
6111000336,透明辅料,Sun Jan 22 20:46:51 +0800 2023,个人觉得很好，但不是快节奏爆米花电影，很适合安下心认真看，前面很多剧情都是铺垫，不能说完美但是很不错。对科幻片不感兴趣的观众会觉得没意思吧。
7102383785,醉酒笑卧美人膝,Sun Jan 22 20:22:24 +0800 2023,已经买了全家人的票，明天早上就能看到了。
1686290043,我是哈比人2,Sun Jan 22 19:35:16 +0800 2023,非常好，完整了流浪1的故事前身。
7488296253,深海暗黑,Sun Jan 22 19:24:40 +0800 2023,80的票价，拜拜
3196642422,超気人少女丶,Sun Jan 22 19:22:38 +0800 2023,快去看[送花花]我今天刚看完。真的好看
6252855741,--为空--,Sun Jan 22 19:22:17 +0800 2023,刚看完！值得去看！特效炸裂，剧情饱满！
2287036211,让我躺吧,Sun Jan 22 19:17:37 +0800 2023,好看，比1烧脑
3978665255,幼稚园Baobaota,Sun Jan 22 19:17:21 +0800 2023,刚看完散场回家路上，值得一看，更理解人类命运共同体的意义了[抱抱]里面每个人物都很鲜活，在国与家面前中国人可以说是基因里带来的舍小为大，那一刻真的眼泪忍不住，强烈推荐
3032103401,Elsa忙着可爱,Sun Jan 22 19:09:35 +0800 2023,好看好看[赞]值得推荐
2127089690,方尐崧,Sun Jan 22 18:51:08 +0800 2023,真的可以，蛮好看的[赞]
7690853960,哇波呆喔,Sun Jan 22 18:46:32 +0800 2023,比1好看万倍，看完2回来看1，超没意思，刘启是个啥玩意，想把他打一顿。
2627637894,Uncle丶白,Sun Jan 22 18:12:57 +0800 2023,有看过的说说到底怎么样 今天看的交换人生 雷大脑袋演的还是不错的[喵喵]
7313547059,AL阿鑫,Sun Jan 22 18:11:10 +0800 2023,低了，我决定2刷
1761202130,鸡腿赛高_xx,Sun Jan 22 18:06:41 +0800 2023,真的好看，平时对国外的科幻大片其实没什么太大兴趣，但流浪地球1刷了三遍！2今天看了，比预期还好！准备二刷！
2960742701,不渝铭心,Sun Jan 22 18:05:07 +0800 2023,反正我觉得很好看
1958504960,我是小小小小若,Sun Jan 22 17:58:30 +0800 2023,好看，中国人的浪漫，朴素的情怀和责任。评论里瞧不起刘德华角色说全世界都要听中国话的人[笑cry]你是自己就瞧不起自己国家吧？[doge]百年未有之大变局来到，你就看看以后全世界会不会听中国话吧
7557719651,松任玉米_,Sun Jan 22 17:55:49 +0800 2023,挺好看！
3227489332,不缓释的布洛芬,Sun Jan 22 17:40:35 +0800 2023,这部电影值得反复细嚼！很多人觉得三个小时过于无聊，节奏比较缓慢，但是这三个小时里真的很多中国人的浪漫
3690263877,QingYu_a,Sun Jan 22 17:40:15 +0800 2023,确实好
2054880800,Eros杨依寒,Sun Jan 22 17:33:24 +0800 2023,刚出影院 支持郭导 支持国产科幻电影 主创主演太牛了���
5933391220,该叫什么合适,Sun Jan 22 17:30:57 +0800 2023,我要看
2277929345,缔造手游,Sun Jan 22 17:24:58 +0800 2023,剧情丰富，准备二刷
6111000336,透明辅料,Sun Jan 22 17:15:08 +0800 2023,看了，个人觉得超棒
7537981407,一口香菜也不想吃_,Sun Jan 22 17:13:46 +0800 2023,[欢乐熊出没][欢乐熊出没][欢乐熊出没]
5864732444,Hginbo,Sun Jan 22 17:06:39 +0800 2023,低了 在我心里满分
1882086877,你作伴白茶,Sun Jan 22 17:03:56 +0800 2023,三点半的场，看了半小时，睡了一小时。我现在认真看一个半小时！
7788866976,漫步随想曲,Sun Jan 22 16:58:34 +0800 2023,太好看了，我心中的完美电影[good][good][good]
5854034215,花朝落雪,Sun Jan 22 16:49:42 +0800 2023,低了 真的低了
3096032015,Xlp8787我爱你,Sun Jan 22 16:49:17 +0800 2023,还是我阳泉大刘的编剧吗？
1919065957,中视刘猛,Sun Jan 22 16:48:31 +0800 2023,一微博电影就别来评分了，完全没有专业度和公信力
1586518435,im_艾希,Sun Jan 22 16:46:06 +0800 2023,确实好看 刚看完 很感动 中国科幻片也能做到这种程度了 真棒啊
7537695529,梦想是两只羊驼,Sun Jan 22 20:36:58 +0800 2023,不能说好看，也不能说不好看，但对于国产电影来说确实是很努力了。剧情不怎么样，废话太多，完全可以压缩时长到两小时。特效虽然赶不上好莱坞的，但毕竟人家好莱坞底蕴在那也属于正常。对于国产电影来说确实是很努力 可以支持一下，但评分中肯一点8.5左右吧。
2440116350,翁斗鱼,Sun Jan 22 17:17:57 +0800 2023,我给9.9，缺的0.1是有些剧情可以优化一点，暂时不知道怎么优化，但是看的时候觉得或许可以更好。[666][666]
3284797197,开心小号2016,Sun Jan 22 17:08:27 +0800 2023,1我都看睡着了[允悲]
